O80952	Arabidopsis thaliana	Viridiplantae	296	False
F4IHY7	Arabidopsis thaliana	Viridiplantae	527	False
Q7XI96	Oryza sativa subsp. japonica	Viridiplantae	298	False
P49728	Chlamydomonas reinhardtii	Viridiplantae	206	True
Q9NX46	Homo sapiens	Metazoa	363	False
Q5BJY9	Rattus norvegicus	Metazoa	423	False
Q13309	Homo sapiens	Metazoa	424	False
P38688	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	640	False
Q9Z2N6	Rattus norvegicus	Metazoa	79	False
P53152	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	137	False
Q99N92	Mus musculus	Metazoa	148	False
P83565	Rattus norvegicus	Metazoa	206	False
Q9NWU5	Homo sapiens	Metazoa	206	False
Q283Q6	Xenopus laevis	Metazoa	784	False
P43266	Euglena gracilis	Other	100	True
P82920	Bos taurus	Metazoa	87	False
Q9Y113	Drosophila melanogaster	Metazoa	594	False
P40968	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	455	False
Q18490	Caenorhabditis elegans	Metazoa	142	False
Q06102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	208	False
P49419	Homo sapiens	Metazoa	539	False
Q15466	Homo sapiens	Metazoa	257	False
Q6WNK7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	96	False
Q9C829	Arabidopsis thaliana	Viridiplantae	440	False
Q6EIG7	Homo sapiens	Metazoa	209	True
Q9UTP3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	59	False
P22135	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	325	False
O82392	Arabidopsis thaliana	Viridiplantae	644	False
Q9LEZ1	Arabidopsis thaliana	Viridiplantae	144	False
Q9NRZ7	Homo sapiens	Metazoa	376	False
E9EXC4	Metarhizium robertsii (strain ARSEF 23 / ATCC MYA-3075)	Fungi	1005	False
Q08231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	455	False
P43594	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	170	False
Q3U9N9	Mus musculus	Metazoa	512	True
Q86MV5	Trypanosoma brucei brucei	Other	487	False
Q1K6U7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	225	False
O13852	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	249	False
Q9S758	Arabidopsis thaliana	Viridiplantae	181	False
O74429	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	920	False
Q1K548	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	477	False
P10156	Tetrahymena thermophila (strain SB210)	Other	164	False
Q5DTT2	Mus musculus	Metazoa	1024	False
Q06563	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	197	True
Q9VEN1	Drosophila melanogaster	Metazoa	2210	False
Q12476	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	344	False
Q8GT66	Pisum sativum	Viridiplantae	436	False
Q9FK13	Arabidopsis thaliana	Viridiplantae	272	False
Q9VJV8	Drosophila melanogaster	Metazoa	361	False
A6YSL1	Zea mays	Viridiplantae	525	False
H2QII6	Pan troglodytes	Metazoa	3224	False
P06180	Xenopus laevis	Metazoa	590	False
Q8IWL3	Homo sapiens	Metazoa	235	False
P34226	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	696	False
Q5IBH7	Mus musculus	Metazoa	310	False
P38262	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	535	False
O76075	Homo sapiens	Metazoa	338	False
Q9USQ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	396	False
Q9D1F4	Mus musculus	Metazoa	257	False
P51946	Homo sapiens	Metazoa	323	False
Q9CQP8	Mus musculus	Metazoa	194	False
Q94A68	Arabidopsis thaliana	Viridiplantae	377	False
Q8NFJ9	Homo sapiens	Metazoa	593	False
Q08182	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	245	False
P92204	Drosophila melanogaster	Metazoa	280	False
Q9H227	Homo sapiens	Metazoa	469	False
Q8IUH5	Homo sapiens	Metazoa	632	False
Q96E29	Homo sapiens	Metazoa	417	False
Q61146	Mus musculus	Metazoa	521	True
Q4V8P4	Rattus norvegicus	Metazoa	168	False
P40567	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111	False
P08050	Rattus norvegicus	Metazoa	382	True
P41247	Homo sapiens	Metazoa	253	False
G5EGK6	Caenorhabditis elegans	Metazoa	2407	False
Q8VYD4	Arabidopsis thaliana	Viridiplantae	867	True
Q8TDB4	Homo sapiens	Metazoa	240	True
P43079	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	656	False
Q86UK7	Homo sapiens	Metazoa	904	False
O75821	Homo sapiens	Metazoa	320	False
Q8S9G8	Arabidopsis thaliana	Viridiplantae	801	False
O14285	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	164	False
Q5GH62	Mus musculus	Metazoa	373	True
P06454	Homo sapiens	Metazoa	111	False
Q9H0F6	Homo sapiens	Metazoa	387	False
Q9UUI6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	466	False
O15554	Homo sapiens	Metazoa	427	True
Q9HDZ3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	182	False
F4I8I0	Arabidopsis thaliana	Viridiplantae	596	True
O74354	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	599	False
P38880	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	579	False
Q9USY3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	708	False
P38790	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280	False
P42844	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	174	False
P46422	Arabidopsis thaliana	Viridiplantae	212	False
Q9M280	Arabidopsis thaliana	Viridiplantae	116	False
P32567	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	862	False
P62908	Mus musculus	Metazoa	243	False
Q9EPL8	Mus musculus	Metazoa	1038	False
Q8NFQ8	Homo sapiens	Metazoa	470	False
P0CY10	Saccharomyces cerevisiae	Fungi	126	False
Q8CBX0	Mus musculus	Metazoa	802	True
O59678	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	166	False
Q9P2H5	Homo sapiens	Metazoa	1018	False
Q9XUK2	Caenorhabditis elegans	Metazoa	307	False
Q04491	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	297	False
P60002	Homo sapiens	Metazoa	83	False
P01100	Homo sapiens	Metazoa	380	False
Q9LTR2	Arabidopsis thaliana	Viridiplantae	381	False
O54825	Mus musculus	Metazoa	436	False
Q01453	Homo sapiens	Metazoa	160	True
Q08215	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	383	False
P48239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	356	False
Q03429	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	123	False
Q584I8	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	647	False
Q95QI7	Caenorhabditis elegans	Metazoa	892	False
Q02080	Homo sapiens	Metazoa	365	False
Q9U1H9	Drosophila melanogaster	Metazoa	672	False
Q9USP0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	341	False
Q07534	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	307	True
Q9Y512	Homo sapiens	Metazoa	469	False
A0A2P1GIW3	Catharanthus roseus	Viridiplantae	320	False
P38236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366	False
O94667	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	560	False
Q06665	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	692	False
P55160	Homo sapiens	Metazoa	1127	False
Q12219	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	294	False
Q9M219	Arabidopsis thaliana	Viridiplantae	558	False
P07249	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177	False
Q92374	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	104	False
Q14019	Homo sapiens	Metazoa	142	False
Q9Y2F5	Homo sapiens	Metazoa	2266	False
Q96AQ6	Homo sapiens	Metazoa	731	False
P43558	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	301	False
Q9LQK7	Arabidopsis thaliana	Viridiplantae	475	False
Q86UV5	Homo sapiens	Metazoa	1035	False
O49668	Arabidopsis thaliana	Viridiplantae	214	False
Q8QFR4	Xenopus laevis	Metazoa	211	False
O13855	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	455	False
Q8VZE7	Arabidopsis thaliana	Viridiplantae	671	False
Q9BY27	Homo sapiens	Metazoa	220	False
P25649	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	128	False
Q86BY9	Drosophila melanogaster	Metazoa	1235	False
P36606	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	468	True
Q5TGY3	Homo sapiens	Metazoa	1603	False
Q8R3K3	Mus musculus	Metazoa	381	False
Q6NKS4	Arabidopsis thaliana	Viridiplantae	258	False
O43172	Homo sapiens	Metazoa	522	False
F4IUY8	Arabidopsis thaliana	Viridiplantae	1006	False
O15265	Homo sapiens	Metazoa	892	False
Q8W593	Arabidopsis thaliana	Viridiplantae	350	False
D3YXJ0	Mus musculus	Metazoa	1211	False
P53769	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	259	False
Q9SW33	Arabidopsis thaliana	Viridiplantae	225	False
P40090	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	624	False
P16467	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	563	False
P30605	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	584	True
Q9M365	Arabidopsis thaliana	Viridiplantae	359	False
Q96CB8	Homo sapiens	Metazoa	462	False
Q4FX73	Leishmania major	Other	264	False
Q9N425	Caenorhabditis elegans	Metazoa	501	False
Q96T23	Homo sapiens	Metazoa	1441	False
Q08921	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	799	False
Q7X6P3	Arabidopsis thaliana	Viridiplantae	608	False
P14291	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	827	False
Q19555	Caenorhabditis elegans	Metazoa	1096	False
O75161	Homo sapiens	Metazoa	1426	False
Q9LDC0	Arabidopsis thaliana	Viridiplantae	365	False
Q8VYU8	Arabidopsis thaliana	Viridiplantae	396	False
Q12181	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	623	False
P38890	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	526	False
Q08931	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133	False
F4K933	Arabidopsis thaliana	Viridiplantae	483	False
Q9JKF1	Mus musculus	Metazoa	1657	False
O60016	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	490	False
P50110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327	True
Q8I6Z7	Plasmodium falciparum (isolate 3D7)	Other	1139	False
P93045	Arabidopsis thaliana	Viridiplantae	240	False
P08456	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	276	True
Q93096	Homo sapiens	Metazoa	173	False
Q9ZSZ8	Arabidopsis thaliana	Viridiplantae	330	False
Q9GS00	Caenorhabditis elegans	Metazoa	601	False
Q8NI36	Homo sapiens	Metazoa	895	False
P21374	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	235	False
Q96NW4	Homo sapiens	Metazoa	1050	False
P70445	Mus musculus	Metazoa	120	False
Q9Y6X0	Homo sapiens	Metazoa	1596	False
Q9BXW9	Homo sapiens	Metazoa	1451	False
Q13501	Homo sapiens	Metazoa	440	False
Q6K9U2	Oryza sativa subsp. japonica	Viridiplantae	279	False
Q06389	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	190	False
P43572	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	832	False
Q84XV2	Arabidopsis thaliana	Viridiplantae	386	False
Q9JLC3	Mus musculus	Metazoa	116	False
Q12180	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1030	False
Q24322	Drosophila melanogaster	Metazoa	899	True
Q07800	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	427	False
Q9H4I3	Homo sapiens	Metazoa	376	False
O88843	Mus musculus	Metazoa	199	False
P41903	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	349	False
Q8VZS6	Arabidopsis thaliana	Viridiplantae	567	False
O35613	Mus musculus	Metazoa	739	False
O88892	Mus musculus	Metazoa	62	False
Q9JIB0	Mus musculus	Metazoa	185	False
Q96GZ6	Homo sapiens	Metazoa	507	True
Q6P8X9	Mus musculus	Metazoa	189	False
Q8BMA5	Mus musculus	Metazoa	1420	False
Q9SJ12	Arabidopsis thaliana	Viridiplantae	240	False
P36508	Homo sapiens	Metazoa	570	False
P09959	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	803	False
Q8VZQ4	Arabidopsis thaliana	Viridiplantae	536	False
Q4WIN1	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	988	False
Q12082	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	118	True
Q8BJM5	Mus musculus	Metazoa	460	True
Q08444	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	459	False
Q91XT6	Mus musculus	Metazoa	489	False
Q9SN22	Arabidopsis thaliana	Viridiplantae	410	False
P19440	Homo sapiens	Metazoa	569	True
Q5I0X4	Homo sapiens	Metazoa	101	False
P26358	Homo sapiens	Metazoa	1616	False
Q5TB30	Homo sapiens	Metazoa	811	False
Q9V9N4	Drosophila melanogaster	Metazoa	561	False
P22293	Drosophila melanogaster	Metazoa	1325	False
Q6I9Y2	Homo sapiens	Metazoa	204	False
Q9BQ52	Homo sapiens	Metazoa	826	False
Q8RX78	Arabidopsis thaliana	Viridiplantae	684	False
Q96PX9	Homo sapiens	Metazoa	1627	False
O94459	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	559	False
P49590	Homo sapiens	Metazoa	506	False
O08586	Mus musculus	Metazoa	403	False
Q9SMH4	Chlamydomonas reinhardtii	Viridiplantae	410	False
Q9HGN5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	279	False
Q8WVF1	Homo sapiens	Metazoa	389	False
Q9UTQ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244	False
P41698	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	603	False
P33308	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	149	False
A0A120KVR8	Trypanosoma brucei brucei	Other	1728	False
Q8C9E8	Mus musculus	Metazoa	313	True
Q12340	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	786	False
Q2HXU8	Homo sapiens	Metazoa	276	True
Q3HNG7	Bos taurus	Metazoa	343	False
P53246	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	860	False
P38998	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	373	False
Q9ERH4	Mus musculus	Metazoa	427	False
P43587	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155	False
Q63HR2	Homo sapiens	Metazoa	1409	False
Q9HGN4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	151	False
Q80T11	Mus musculus	Metazoa	461	False
Q12802	Homo sapiens	Metazoa	2813	False
P15436	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1097	False
Q9QXV1	Mus musculus	Metazoa	362	False
Q13352	Homo sapiens	Metazoa	177	False
P47006	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	233	False
Q66HL2	Rattus norvegicus	Metazoa	509	False
Q15029	Homo sapiens	Metazoa	972	False
Q9UPX6	Homo sapiens	Metazoa	916	False
P35244	Homo sapiens	Metazoa	121	False
O75475	Homo sapiens	Metazoa	530	False
Q9LTK0	Arabidopsis thaliana	Viridiplantae	191	False
P62241	Homo sapiens	Metazoa	208	False
Q9UHA3	Homo sapiens	Metazoa	163	False
P01880	Homo sapiens	Metazoa	430	False
P50479	Homo sapiens	Metazoa	330	False
Q69YH5	Homo sapiens	Metazoa	1023	False
Q9P6S5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	307	False
P48732	Arabidopsis thaliana	Viridiplantae	543	False
D3ZUI5	Rattus norvegicus	Metazoa	1133	False
O94913	Homo sapiens	Metazoa	1555	False
O42855	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	303	False
Q9ES56	Mus musculus	Metazoa	219	False
P21827	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	482	False
P53062	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	197	True
P17429	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	876	False
Q8TC56	Homo sapiens	Metazoa	605	False
P21549	Homo sapiens	Metazoa	392	False
P32451	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	375	False
P37271	Arabidopsis thaliana	Viridiplantae	422	False
Q96BQ5	Homo sapiens	Metazoa	260	False
P46783	Homo sapiens	Metazoa	165	False
Q3V0B4	Mus musculus	Metazoa	1847	False
Q9JHL0	Mus musculus	Metazoa	203	True
Q9UNX4	Homo sapiens	Metazoa	943	False
P38769	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	630	False
Q9LV14	Arabidopsis thaliana	Viridiplantae	520	False
Q9Z0J4	Mus musculus	Metazoa	1429	False
Q9LU39	Arabidopsis thaliana	Viridiplantae	317	False
Q61471	Mus musculus	Metazoa	362	False
Q08050	Homo sapiens	Metazoa	763	False
Q04659	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	317	False
P53192	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	235	True
Q8NF50	Homo sapiens	Metazoa	2099	False
F4K3G5	Arabidopsis thaliana	Viridiplantae	1297	False
P27895	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1000	False
Q6ZVD8	Homo sapiens	Metazoa	1323	False
Q9NTJ3	Homo sapiens	Metazoa	1288	False
P97931	Mus musculus	Metazoa	306	False
Q6NPS8	Arabidopsis thaliana	Viridiplantae	623	False
P80667	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	386	False
O49782	Arabidopsis thaliana	Viridiplantae	352	False
Q5XG73	Mus musculus	Metazoa	508	False
Q12486	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	218	False
Q80T79	Mus musculus	Metazoa	3707	True
Q8GYD9	Arabidopsis thaliana	Viridiplantae	1002	False
Q06632	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1357	False
Q9S7E9	Arabidopsis thaliana	Viridiplantae	481	False
Q9BQA5	Homo sapiens	Metazoa	517	False
Q96B23	Homo sapiens	Metazoa	404	False
Q9BW27	Homo sapiens	Metazoa	656	False
Q9LEX1	Arabidopsis thaliana	Viridiplantae	510	True
Q69Z66	Mus musculus	Metazoa	819	False
Q8SAB7	Arabidopsis thaliana	Viridiplantae	1830	False
P43569	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	289	False
P36168	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1195	False
Q96EA4	Homo sapiens	Metazoa	605	False
Q9JL55	Rattus norvegicus	Metazoa	331	True
P40061	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1430	False
P34447	Caenorhabditis elegans	Metazoa	867	False
Q61097	Mus musculus	Metazoa	873	False
O04121	Spinacia oleracea	Viridiplantae	439	False
A2AMM0	Mus musculus	Metazoa	362	False
Q6PP77	Homo sapiens	Metazoa	449	True
Q9D495	Mus musculus	Metazoa	329	False
Q9C9T3	Arabidopsis thaliana	Viridiplantae	67	False
Q9SA14	Arabidopsis thaliana	Viridiplantae	404	False
P16989	Homo sapiens	Metazoa	372	False
Q93YQ3	Arabidopsis thaliana	Viridiplantae	323	False
P53930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	226	False
Q63425	Rattus norvegicus	Metazoa	1383	False
O74796	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	264	False
Q7SD06	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	469	False
Q9NGX9	Drosophila melanogaster	Metazoa	489	False
P53102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	219	False
P32499	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	720	False
P34981	Homo sapiens	Metazoa	398	True
Q05027	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157	False
Q9LR78	Arabidopsis thaliana	Viridiplantae	793	False
P82195	Spinacia oleracea	Viridiplantae	166	False
Q93ZG9	Arabidopsis thaliana	Viridiplantae	477	False
Q09904	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1159	False
Q9SZR9	Arabidopsis thaliana	Viridiplantae	638	False
Q9EPI8	Rattus norvegicus	Metazoa	374	False
